,Unnamed: 0,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt
6819,6819,4,0,10,17,0,0,0,1,0.58,0.5455,0.49,0.4627,152,253,405
6820,6820,4,0,10,18,0,0,0,1,0.56,0.5303,0.49,0.4478,102,226,328
6821,6821,4,0,10,19,0,0,0,1,0.54,0.5152,0.52,0.3881,52,181,233
6822,6822,4,0,10,20,0,0,0,1,0.54,0.5152,0.52,0.4627,49,129,178
6823,6823,4,0,10,21,0,0,0,1,0.54,0.5152,0.52,0.3881,14,88,102
6824,6824,4,0,10,22,0,0,0,1,0.56,0.5303,0.49,0.4179,42,88,130
6825,6825,4,0,10,23,0,0,0,1,0.56,0.5303,0.52,0.4179,14,48,62
6826,6826,4,0,10,0,0,1,1,1,0.54,0.5152,0.56,0.3284,12,25,37
6827,6827,4,0,10,1,0,1,1,1,0.56,0.5303,0.54,0.3881,2,15,17
6828,6828,4,0,10,2,0,1,1,1,0.56,0.5303,0.54,0.3881,4,3,7
6829,6829,4,0,10,3,0,1,1,1,0.56,0.5303,0.49,0.194,0,2,2
6830,6830,4,0,10,4,0,1,1,1,0.52,0.5,0.59,0.1642,2,3,5
6831,6831,4,0,10,5,0,1,1,1,0.5,0.4848,0.63,0.2985,1,28,29
6832,6832,4,0,10,6,0,1,1,1,0.5,0.4848,0.55,0.2537,7,107,114
6833,6833,4,0,10,7,0,1,1,2,0.5,0.4848,0.55,0.1642,10,299,309
6834,6834,4,0,10,8,0,1,1,2,0.5,0.4848,0.51,0.2537,33,381,414
6835,6835,4,0,10,9,0,1,1,2,0.5,0.4848,0.45,0.2836,26,180,206
6836,6836,4,0,10,10,0,1,1,1,0.52,0.5,0.45,0.1642,43,92,135
6837,6837,4,0,10,11,0,1,1,1,0.56,0.5303,0.43,0.0,35,131,166
6838,6838,4,0,10,12,0,1,1,1,0.56,0.5303,0.4,0.0896,39,166,205
6839,6839,4,0,10,13,0,1,1,1,0.56,0.5303,0.46,0.0896,49,156,205
6840,6840,4,0,10,14,0,1,1,1,0.58,0.5455,0.49,0.194,44,122,166
6841,6841,4,0,10,15,0,1,1,1,0.56,0.5303,0.6,0.2537,66,142,208
6842,6842,4,0,10,16,0,1,1,1,0.58,0.5455,0.56,0.2537,64,238,302
6843,6843,4,0,10,17,0,1,1,1,0.56,0.5303,0.64,0.1343,80,540,620
6844,6844,4,0,10,18,0,1,1,1,0.56,0.5303,0.6,0.0,49,469,518
6845,6845,4,0,10,19,0,1,1,1,0.54,0.5152,0.68,0.1045,45,288,333
6846,6846,4,0,10,20,0,1,1,1,0.52,0.5,0.77,0.1045,40,189,229
6847,6847,4,0,10,21,0,1,1,1,0.5,0.4848,0.77,0.1045,36,141,177
6848,6848,4,0,10,22,0,1,1,1,0.5,0.4848,0.77,0.0,16,88,104
6849,6849,4,0,10,23,0,1,1,2,0.48,0.4697,0.88,0.0,10,52,62
6850,6850,4,0,10,0,0,2,1,1,0.48,0.4697,0.82,0.0,8,23,31
6851,6851,4,0,10,1,0,2,1,2,0.46,0.4545,0.88,0.0,4,7,11
6852,6852,4,0,10,2,0,2,1,1,0.44,0.4394,0.94,0.0896,1,4,5
6853,6853,4,0,10,3,0,2,1,1,0.44,0.4394,0.94,0.0896,0,1,1
6854,6854,4,0,10,4,0,2,1,2,0.44,0.4394,0.94,0.1045,0,4,4
6855,6855,4,0,10,5,0,2,1,2,0.46,0.4545,0.88,0.0,2,19,21
6856,6856,4,0,10,6,0,2,1,1,0.46,0.4545,0.82,0.0896,4,105,109
6857,6857,4,0,10,7,0,2,1,1,0.46,0.4545,0.88,0.0896,15,326,341
6858,6858,4,0,10,8,0,2,1,1,0.5,0.4848,0.77,0.0896,25,474,499
6859,6859,4,0,10,9,0,2,1,2,0.52,0.5,0.77,0.0896,29,198,227
6860,6860,4,0,10,10,0,2,1,2,0.56,0.5303,0.68,0.0,27,75,102
6861,6861,4,0,10,11,0,2,1,2,0.6,0.6212,0.49,0.1045,35,112,147
6862,6862,4,0,10,12,0,2,1,2,0.62,0.6212,0.43,0.0896,42,159,201
6863,6863,4,0,10,13,0,2,1,2,0.64,0.6212,0.38,0.194,48,171,219
6864,6864,4,0,10,14,0,2,1,2,0.62,0.6212,0.41,0.1642,32,137,169
6865,6865,4,0,10,15,0,2,1,1,0.62,0.6212,0.5,0.194,66,139,205
6866,6866,4,0,10,16,0,2,1,1,0.62,0.6212,0.57,0.2537,58,246,304
6867,6867,4,0,10,17,0,2,1,1,0.6,0.6061,0.6,0.1343,72,553,625
6868,6868,4,0,10,18,0,2,1,1,0.56,0.5303,0.68,0.1045,58,512,570
6869,6869,4,0,10,19,0,2,1,1,0.56,0.5303,0.6,0.1045,31,286,317
6870,6870,4,0,10,20,0,2,1,1,0.54,0.5152,0.64,0.1642,23,204,227
6871,6871,4,0,10,21,0,2,1,2,0.54,0.5152,0.68,0.1343,28,178,206
6872,6872,4,0,10,22,0,2,1,2,0.52,0.5,0.77,0.1642,22,115,137
6873,6873,4,0,10,23,0,2,1,2,0.52,0.5,0.77,0.194,7,63,70
6874,6874,4,0,10,0,0,3,1,2,0.52,0.5,0.77,0.194,11,23,34
6875,6875,4,0,10,1,0,3,1,2,0.52,0.5,0.77,0.194,7,9,16
6876,6876,4,0,10,2,0,3,1,2,0.52,0.5,0.77,0.194,1,6,7
6877,6877,4,0,10,4,0,3,1,3,0.5,0.4848,0.94,0.194,0,3,3
6878,6878,4,0,10,5,0,3,1,3,0.5,0.4848,1.0,0.1045,0,3,3
6879,6879,4,0,10,6,0,3,1,3,0.52,0.5,0.83,0.2537,3,28,31
6880,6880,4,0,10,7,0,3,1,3,0.52,0.5,0.77,0.2537,1,67,68
6881,6881,4,0,10,8,0,3,1,3,0.54,0.5152,0.7,0.4925,10,200,210
6882,6882,4,0,10,9,0,3,1,3,0.52,0.5,0.88,0.4925,17,185,202
6883,6883,4,0,10,10,0,3,1,3,0.52,0.5,0.88,0.4925,14,109,123
6884,6884,4,0,10,11,0,3,1,3,0.52,0.5,0.94,0.2537,33,116,149
6885,6885,4,0,10,12,0,3,1,3,0.52,0.5,0.94,0.3284,13,117,130
6886,6886,4,0,10,13,0,3,1,2,0.54,0.5152,0.94,0.2836,20,86,106
6887,6887,4,0,10,14,0,3,1,3,0.54,0.5152,0.94,0.1642,17,80,97
6888,6888,4,0,10,15,0,3,1,3,0.54,0.5152,1.0,0.1343,21,99,120
6889,6889,4,0,10,16,0,3,1,3,0.56,0.5303,0.94,0.1642,21,180,201
6890,6890,4,0,10,17,0,3,1,3,0.56,0.5303,0.94,0.1642,11,170,181
6891,6891,4,0,10,18,0,3,1,3,0.56,0.5303,1.0,0.1642,8,132,140
6892,6892,4,0,10,19,0,3,1,2,0.6,0.5455,0.88,0.1343,8,189,197
6893,6893,4,0,10,20,0,3,1,3,0.6,0.5152,0.94,0.0896,5,140,145
6894,6894,4,0,10,21,0,3,1,2,0.58,0.5455,0.94,0.1343,6,79,85
6895,6895,4,0,10,22,0,3,1,2,0.58,0.5455,0.94,0.3582,13,94,107
6896,6896,4,0,10,23,0,3,1,2,0.58,0.5455,0.94,0.3582,14,55,69
6897,6897,4,0,10,0,0,4,1,1,0.56,0.5303,0.94,0.2985,4,22,26
6898,6898,4,0,10,1,0,4,1,1,0.56,0.5303,0.88,0.3582,4,11,15
6899,6899,4,0,10,2,0,4,1,1,0.56,0.5303,0.88,0.4478,0,4,4
6900,6900,4,0,10,3,0,4,1,1,0.5,0.4848,0.82,0.4627,0,1,1
6901,6901,4,0,10,4,0,4,1,1,0.5,0.4848,0.82,0.4627,2,6,8
6902,6902,4,0,10,5,0,4,1,1,0.48,0.4697,0.82,0.3582,2,24,26
6903,6903,4,0,10,6,0,4,1,1,0.44,0.4394,0.82,0.4179,5,87,92
6904,6904,4,0,10,7,0,4,1,1,0.42,0.4242,0.77,0.4478,15,303,318
6905,6905,4,0,10,8,0,4,1,1,0.44,0.4394,0.67,0.5224,17,409,426
6906,6906,4,0,10,9,0,4,1,1,0.44,0.4394,0.67,0.5821,26,197,223
6907,6907,4,0,10,10,0,4,1,1,0.46,0.4545,0.59,0.4478,25,105,130
6908,6908,4,0,10,11,0,4,1,1,0.48,0.4697,0.55,0.5224,30,99,129
6909,6909,4,0,10,12,0,4,1,1,0.48,0.4697,0.48,0.5224,28,171,199
6910,6910,4,0,10,13,0,4,1,1,0.5,0.4848,0.45,0.5821,28,136,164
6911,6911,4,0,10,14,0,4,1,2,0.48,0.4697,0.48,0.5522,38,117,155
6912,6912,4,0,10,15,0,4,1,2,0.48,0.4697,0.51,0.4478,22,138,160
6913,6913,4,0,10,16,0,4,1,2,0.48,0.4697,0.51,0.4478,31,203,234
6914,6914,4,0,10,17,0,4,1,2,0.48,0.4697,0.48,0.3881,56,438,494
6915,6915,4,0,10,18,0,4,1,2,0.46,0.4545,0.51,0.2985,39,430,469
6916,6916,4,0,10,19,0,4,1,1,0.46,0.4545,0.51,0.3582,20,278,298
6917,6917,4,0,10,20,0,4,1,2,0.46,0.4545,0.51,0.3284,34,207,241
6918,6918,4,0,10,21,0,4,1,1,0.44,0.4394,0.51,0.2985,16,149,165
6919,6919,4,0,10,22,0,4,1,1,0.44,0.4394,0.51,0.3284,22,106,128
6920,6920,4,0,10,23,0,4,1,1,0.42,0.4242,0.58,0.2537,7,83,90
6921,6921,4,0,10,0,0,5,1,1,0.4,0.4091,0.62,0.2537,8,42,50
6922,6922,4,0,10,1,0,5,1,1,0.4,0.4091,0.62,0.2239,7,19,26
6923,6923,4,0,10,2,0,5,1,1,0.38,0.3939,0.66,0.1642,6,12,18
6924,6924,4,0,10,3,0,5,1,1,0.36,0.3485,0.71,0.1343,0,7,7
6925,6925,4,0,10,4,0,5,1,1,0.36,0.3485,0.71,0.1642,0,6,6
6926,6926,4,0,10,5,0,5,1,1,0.34,0.3333,0.76,0.194,0,31,31
6927,6927,4,0,10,6,0,5,1,1,0.36,0.3485,0.71,0.1642,7,78,85
6928,6928,4,0,10,7,0,5,1,1,0.36,0.3485,0.71,0.1642,5,228,233
6929,6929,4,0,10,8,0,5,1,1,0.4,0.4091,0.62,0.194,16,386,402
6930,6930,4,0,10,9,0,5,1,2,0.42,0.4242,0.58,0.1343,33,189,222
6931,6931,4,0,10,10,0,5,1,1,0.46,0.4545,0.51,0.1642,32,106,138
6932,6932,4,0,10,11,0,5,1,1,0.5,0.4848,0.45,0.2239,39,135,174
6933,6933,4,0,10,12,0,5,1,1,0.5,0.4848,0.45,0.2985,47,193,240
6934,6934,4,0,10,13,0,5,1,1,0.48,0.4697,0.48,0.3284,43,163,206
6935,6935,4,0,10,14,0,5,1,1,0.52,0.5,0.42,0.2985,67,131,198
6936,6936,4,0,10,15,0,5,1,1,0.5,0.4848,0.45,0.2836,57,178,235
6937,6937,4,0,10,16,0,5,1,1,0.5,0.4848,0.45,0.2537,60,242,302
6938,6938,4,0,10,17,0,5,1,2,0.46,0.4545,0.51,0.2537,79,445,524
6939,6939,4,0,10,18,0,5,1,2,0.44,0.4394,0.54,0.2537,43,354,397
6940,6940,4,0,10,19,0,5,1,2,0.44,0.4394,0.54,0.3881,25,228,253
6941,6941,4,0,10,20,0,5,1,2,0.44,0.4394,0.54,0.2239,29,155,184
6942,6942,4,0,10,21,0,5,1,1,0.42,0.4242,0.58,0.1642,31,112,143
6943,6943,4,0,10,22,0,5,1,1,0.42,0.4242,0.54,0.1642,24,89,113
6944,6944,4,0,10,23,0,5,1,1,0.4,0.4091,0.62,0.2239,18,99,117
6945,6945,4,0,10,0,0,6,0,1,0.4,0.4091,0.62,0.194,16,80,96
6946,6946,4,0,10,1,0,6,0,1,0.4,0.4091,0.62,0.194,20,50,70
6947,6947,4,0,10,2,0,6,0,1,0.4,0.4091,0.62,0.2537,6,25,31
6948,6948,4,0,10,3,0,6,0,1,0.4,0.4091,0.62,0.1343,1,19,20
6949,6949,4,0,10,4,0,6,0,1,0.38,0.3939,0.66,0.0896,4,4,8
6950,6950,4,0,10,5,0,6,0,1,0.38,0.3939,0.66,0.0,1,7,8
6951,6951,4,0,10,6,0,6,0,1,0.36,0.3788,0.71,0.0,1,17,18
6952,6952,4,0,10,7,0,6,0,1,0.36,0.3636,0.76,0.1045,8,49,57
6953,6953,4,0,10,8,0,6,0,1,0.4,0.4091,0.71,0.0,26,88,114
6954,6954,4,0,10,9,0,6,0,1,0.42,0.4242,0.67,0.0896,47,122,169
6955,6955,4,0,10,10,0,6,0,2,0.44,0.4394,0.62,0.1045,87,149,236
6956,6956,4,0,10,11,0,6,0,2,0.44,0.4394,0.62,0.1045,110,172,282
6957,6957,4,0,10,12,0,6,0,1,0.46,0.4545,0.55,0.0896,132,211,343
6958,6958,4,0,10,13,0,6,0,1,0.5,0.4848,0.45,0.0,136,186,322
6959,6959,4,0,10,14,0,6,0,2,0.48,0.4697,0.48,0.2239,133,177,310
6960,6960,4,0,10,15,0,6,0,1,0.48,0.4697,0.51,0.2239,159,223,382
6961,6961,4,0,10,16,0,6,0,1,0.5,0.4848,0.45,0.194,169,190,359
6962,6962,4,0,10,17,0,6,0,1,0.46,0.4545,0.55,0.1343,143,217,360
6963,6963,4,0,10,18,0,6,0,1,0.44,0.4394,0.54,0.0896,111,224,335
6964,6964,4,0,10,19,0,6,0,1,0.44,0.4394,0.67,0.0,47,173,220
6965,6965,4,0,10,20,0,6,0,1,0.42,0.4242,0.67,0.0,48,111,159
6966,6966,4,0,10,21,0,6,0,1,0.4,0.4091,0.76,0.0,37,120,157
6967,6967,4,0,10,22,0,6,0,1,0.4,0.4091,0.76,0.0,30,114,144
6968,6968,4,0,10,23,0,6,0,1,0.38,0.3939,0.82,0.0,27,81,108
6969,6969,4,0,10,0,0,0,0,1,0.36,0.3788,0.87,0.0,24,64,88
6970,6970,4,0,10,1,0,0,0,1,0.36,0.3788,0.87,0.0,11,60,71
6971,6971,4,0,10,2,0,0,0,1,0.34,0.3485,0.87,0.0896,10,40,50
6972,6972,4,0,10,3,0,0,0,1,0.34,0.3636,0.87,0.0,15,31,46
6973,6973,4,0,10,4,0,0,0,1,0.34,0.3636,0.87,0.0,5,1,6
6974,6974,4,0,10,5,0,0,0,1,0.32,0.3485,0.87,0.0,1,2,3
6975,6975,4,0,10,6,0,0,0,1,0.32,0.3333,0.87,0.1045,0,12,12
6976,6976,4,0,10,7,0,0,0,1,0.34,0.3485,0.87,0.0896,3,18,21
6977,6977,4,0,10,8,0,0,0,1,0.36,0.3485,0.87,0.1343,32,56,88
6978,6978,4,0,10,9,0,0,0,1,0.4,0.4091,0.76,0.0,48,95,143
6979,6979,4,0,10,10,0,0,0,1,0.42,0.4242,0.71,0.0896,104,185,289
6980,6980,4,0,10,11,0,0,0,1,0.46,0.4545,0.72,0.1642,131,202,333
6981,6981,4,0,10,12,0,0,0,1,0.5,0.4848,0.59,0.2537,164,249,413
6982,6982,4,0,10,13,0,0,0,1,0.52,0.5,0.55,0.194,160,255,415
6983,6983,4,0,10,14,0,0,0,1,0.52,0.5,0.55,0.2239,192,216,408
6984,6984,4,0,10,15,0,0,0,1,0.52,0.5,0.52,0.1642,171,216,387
6985,6985,4,0,10,16,0,0,0,1,0.52,0.5,0.55,0.194,188,217,405
6986,6986,4,0,10,17,0,0,0,1,0.5,0.4848,0.63,0.1343,120,220,340
6987,6987,4,0,10,18,0,0,0,1,0.5,0.4848,0.63,0.1045,88,196,284
6988,6988,4,0,10,19,0,0,0,1,0.46,0.4545,0.77,0.0,53,140,193
6989,6989,4,0,10,20,0,0,0,1,0.44,0.4394,0.72,0.0896,32,112,144
6990,6990,4,0,10,21,0,0,0,1,0.44,0.4394,0.72,0.0896,24,75,99
6991,6991,4,0,10,22,0,0,0,1,0.42,0.4242,0.77,0.1045,25,69,94
6992,6992,4,0,10,23,0,0,0,1,0.42,0.4242,0.77,0.1642,18,31,49
6993,6993,4,0,10,0,0,1,1,1,0.42,0.4242,0.77,0.0,6,26,32
6994,6994,4,0,10,1,0,1,1,1,0.4,0.4091,0.82,0.1343,7,8,15
6995,6995,4,0,10,2,0,1,1,1,0.4,0.4091,0.87,0.1045,1,6,7
6996,6996,4,0,10,3,0,1,1,1,0.4,0.4091,0.82,0.0896,1,3,4
6997,6997,4,0,10,4,0,1,1,1,0.4,0.4091,0.82,0.0,1,5,6
6998,6998,4,0,10,5,0,1,1,1,0.38,0.3939,0.87,0.0,2,19,21
6999,6999,4,0,10,6,0,1,1,1,0.4,0.4091,0.87,0.1045,3,83,86
7000,7000,4,0,10,7,0,1,1,2,0.38,0.3939,0.94,0.1045,11,274,285
7001,7001,4,0,10,8,0,1,1,2,0.42,0.4242,0.88,0.1642,20,378,398
7002,7002,4,0,10,9,0,1,1,2,0.44,0.4394,0.82,0.1642,29,166,195
7003,7003,4,0,10,10,0,1,1,2,0.46,0.4545,0.82,0.2537,47,82,129
7004,7004,4,0,10,11,0,1,1,2,0.5,0.4848,0.72,0.1642,59,109,168
7005,7005,4,0,10,12,0,1,1,2,0.52,0.5,0.68,0.1045,64,156,220
7006,7006,4,0,10,13,0,1,1,2,0.54,0.5152,0.64,0.2239,60,138,198
7007,7007,4,0,10,14,0,1,1,2,0.54,0.5152,0.64,0.194,63,143,206
7008,7008,4,0,10,15,0,1,1,1,0.56,0.5303,0.6,0.1642,52,125,177
7009,7009,4,0,10,16,0,1,1,1,0.54,0.5152,0.64,0.194,68,242,310
7010,7010,4,0,10,17,0,1,1,1,0.52,0.5,0.68,0.1343,87,527,614
7011,7011,4,0,10,18,0,1,1,1,0.54,0.5152,0.6,0.0896,58,428,486
7012,7012,4,0,10,19,0,1,1,3,0.48,0.4697,0.82,0.0,25,212,237
7013,7013,4,0,10,20,0,1,1,1,0.48,0.4697,0.82,0.1045,11,118,129
7014,7014,4,0,10,21,0,1,1,1,0.46,0.4545,0.87,0.1045,12,114,126
7015,7015,4,0,10,22,0,1,1,1,0.48,0.4697,0.75,0.1642,3,76,79
7016,7016,4,0,10,23,0,1,1,1,0.46,0.4545,0.77,0.0896,9,50,59
7017,7017,4,0,10,0,0,2,1,1,0.44,0.4394,0.77,0.1343,4,26,30
7018,7018,4,0,10,1,0,2,1,1,0.44,0.4394,0.77,0.1343,5,6,11
7019,7019,4,0,10,2,0,2,1,1,0.42,0.4242,0.82,0.1343,2,3,5
7020,7020,4,0,10,3,0,2,1,1,0.4,0.4091,0.87,0.0,1,3,4
7021,7021,4,0,10,4,0,2,1,1,0.38,0.3939,0.87,0.1343,0,5,5
7022,7022,4,0,10,5,0,2,1,1,0.38,0.3939,0.87,0.1343,0,24,24
7023,7023,4,0,10,6,0,2,1,1,0.38,0.3939,0.82,0.1045,3,95,98
7024,7024,4,0,10,7,0,2,1,1,0.4,0.4091,0.76,0.194,15,299,314
7025,7025,4,0,10,8,0,2,1,1,0.44,0.4394,0.72,0.0,25,383,408
7026,7026,4,0,10,9,0,2,1,1,0.48,0.4697,0.55,0.2239,29,194,223
7027,7027,4,0,10,10,0,2,1,1,0.5,0.4848,0.51,0.2537,26,102,128
7028,7028,4,0,10,11,0,2,1,1,0.52,0.5,0.48,0.2836,46,120,166
7029,7029,4,0,10,12,0,2,1,1,0.54,0.5152,0.39,0.3582,35,165,200
7030,7030,4,0,10,13,0,2,1,1,0.56,0.5303,0.37,0.3881,37,161,198
7031,7031,4,0,10,14,0,2,1,1,0.56,0.5303,0.4,0.2537,66,134,200
7032,7032,4,0,10,15,0,2,1,1,0.56,0.5303,0.37,0.1045,63,171,234
7033,7033,4,0,10,16,0,2,1,1,0.56,0.5303,0.37,0.194,52,233,285
7034,7034,4,0,10,17,0,2,1,1,0.56,0.5303,0.37,0.1045,68,517,585
7035,7035,4,0,10,18,0,2,1,1,0.52,0.5,0.42,0.1045,65,453,518
7036,7036,4,0,10,19,0,2,1,1,0.48,0.4697,0.67,0.194,44,294,338
7037,7037,4,0,10,20,0,2,1,1,0.46,0.4545,0.67,0.1045,40,208,248
7038,7038,4,0,10,21,0,2,1,1,0.44,0.4394,0.72,0.1343,32,169,201
7039,7039,4,0,10,22,0,2,1,1,0.46,0.4545,0.67,0.194,22,148,170
7040,7040,4,0,10,23,0,2,1,1,0.44,0.4394,0.72,0.1343,15,79,94
7041,7041,4,0,10,0,0,3,1,1,0.44,0.4394,0.72,0.194,4,28,32
7042,7042,4,0,10,1,0,3,1,1,0.44,0.4394,0.67,0.2537,3,9,12
7043,7043,4,0,10,2,0,3,1,1,0.44,0.4394,0.67,0.1642,2,1,3
7044,7044,4,0,10,3,0,3,1,1,0.44,0.4394,0.67,0.2239,0,3,3
7045,7045,4,0,10,4,0,3,1,1,0.42,0.4242,0.71,0.2537,0,5,5
7046,7046,4,0,10,5,0,3,1,1,0.42,0.4242,0.71,0.2239,0,21,21
7047,7047,4,0,10,6,0,3,1,1,0.42,0.4242,0.71,0.2239,0,92,92
7048,7048,4,0,10,7,0,3,1,1,0.42,0.4242,0.71,0.1642,15,284,299
7049,7049,4,0,10,8,0,3,1,2,0.44,0.4394,0.67,0.194,26,438,464
7050,7050,4,0,10,9,0,3,1,2,0.48,0.4697,0.63,0.2239,14,226,240
7051,7051,4,0,10,10,0,3,1,2,0.52,0.5,0.62,0.2537,26,105,131
7052,7052,4,0,10,11,0,3,1,1,0.52,0.5,0.59,0.3284,23,132,155
7053,7053,4,0,10,12,0,3,1,3,0.58,0.5455,0.53,0.2239,39,155,194
7054,7054,4,0,10,13,0,3,1,3,0.56,0.5303,0.6,0.1045,20,62,82
7055,7055,4,0,10,14,0,3,1,2,0.52,0.5,0.77,0.0,14,52,66
7056,7056,4,0,10,15,0,3,1,2,0.52,0.5,0.77,0.0,11,59,70
7057,7057,4,0,10,16,0,3,1,2,0.52,0.5,0.77,0.0896,17,196,213
7058,7058,4,0,10,17,0,3,1,2,0.52,0.5,0.77,0.1045,40,414,454
7059,7059,4,0,10,18,0,3,1,1,0.52,0.5,0.77,0.1642,55,398,453
7060,7060,4,0,10,19,0,3,1,1,0.5,0.4848,0.82,0.0,25,306,331
7061,7061,4,0,10,20,0,3,1,1,0.5,0.4848,0.88,0.0,27,180,207
7062,7062,4,0,10,21,0,3,1,2,0.52,0.5,0.77,0.0,17,140,157
7063,7063,4,0,10,22,0,3,1,2,0.48,0.4697,0.88,0.0896,23,112,135
7064,7064,4,0,10,23,0,3,1,2,0.48,0.4697,0.88,0.0896,3,72,75
7065,7065,4,0,10,0,0,4,1,1,0.46,0.4545,0.94,0.0,3,23,26
7066,7066,4,0,10,1,0,4,1,1,0.46,0.4545,0.94,0.0,2,9,11
7067,7067,4,0,10,2,0,4,1,3,0.46,0.4545,0.94,0.0,3,5,8
7068,7068,4,0,10,3,0,4,1,3,0.46,0.4545,0.94,0.0,1,3,4
7069,7069,4,0,10,4,0,4,1,3,0.48,0.4697,0.88,0.0,1,3,4
7070,7070,4,0,10,5,0,4,1,3,0.48,0.4697,0.88,0.0896,1,14,15
7071,7071,4,0,10,6,0,4,1,3,0.5,0.4848,0.82,0.0,4,42,46
7072,7072,4,0,10,7,0,4,1,2,0.46,0.4545,0.94,0.0896,9,128,137
7073,7073,4,0,10,8,0,4,1,3,0.48,0.4697,0.88,0.194,12,304,316
7074,7074,4,0,10,9,0,4,1,2,0.5,0.4848,0.82,0.1642,16,155,171
7075,7075,4,0,10,10,0,4,1,3,0.5,0.4848,0.88,0.194,10,52,62
7076,7076,4,0,10,11,0,4,1,3,0.5,0.4848,0.88,0.1343,8,44,52
7077,7077,4,0,10,12,0,4,1,3,0.5,0.4848,0.88,0.1343,8,45,53
7078,7078,4,0,10,13,0,4,1,2,0.5,0.4848,0.88,0.1642,10,64,74
7079,7079,4,0,10,14,0,4,1,2,0.52,0.5,0.83,0.0,16,76,92
7080,7080,4,0,10,15,0,4,1,2,0.52,0.5,0.83,0.1045,12,95,107
7081,7081,4,0,10,16,0,4,1,2,0.56,0.5303,0.73,0.1642,14,193,207
7082,7082,4,0,10,17,0,4,1,2,0.5,0.4848,0.72,0.4627,31,291,322
7083,7083,4,0,10,18,0,4,1,2,0.48,0.4697,0.67,0.4627,14,226,240
7084,7084,4,0,10,19,0,4,1,2,0.44,0.4394,0.67,0.4627,19,200,219
7085,7085,4,0,10,20,0,4,1,1,0.42,0.4242,0.67,0.4925,11,171,182
7086,7086,4,0,10,21,0,4,1,1,0.4,0.4091,0.62,0.5224,13,119,132
7087,7087,4,0,10,22,0,4,1,1,0.36,0.3182,0.66,0.4925,14,97,111
7088,7088,4,0,10,23,0,4,1,1,0.34,0.303,0.61,0.4179,8,60,68
7089,7089,4,0,10,0,0,5,1,1,0.34,0.3182,0.66,0.2537,4,40,44
7090,7090,4,0,10,1,0,5,1,1,0.32,0.303,0.66,0.2537,7,9,16
7091,7091,4,0,10,2,0,5,1,1,0.32,0.303,0.66,0.2836,1,3,4
7092,7092,4,0,10,3,0,5,1,1,0.3,0.2879,0.7,0.2836,4,4,8
7093,7093,4,0,10,4,0,5,1,1,0.3,0.2879,0.65,0.2836,5,5,10
7094,7094,4,0,10,5,0,5,1,2,0.3,0.2879,0.61,0.2537,0,25,25
7095,7095,4,0,10,6,0,5,1,1,0.28,0.2727,0.65,0.2537,1,74,75
7096,7096,4,0,10,7,0,5,1,1,0.28,0.2727,0.65,0.2537,6,199,205
7097,7097,4,0,10,8,0,5,1,1,0.3,0.2879,0.61,0.2836,13,361,374
7098,7098,4,0,10,9,0,5,1,1,0.32,0.303,0.57,0.2239,19,210,229
7099,7099,4,0,10,10,0,5,1,1,0.34,0.3182,0.57,0.2239,28,102,130
7100,7100,4,0,10,11,0,5,1,1,0.36,0.3485,0.5,0.2239,40,128,168
7101,7101,4,0,10,12,0,5,1,2,0.38,0.3939,0.4,0.1642,46,167,213
7102,7102,4,0,10,13,0,5,1,2,0.38,0.3939,0.42,0.2239,43,185,228
7103,7103,4,0,10,14,0,5,1,2,0.36,0.3485,0.46,0.194,33,152,185
7104,7104,4,0,10,15,0,5,1,2,0.36,0.3333,0.43,0.2537,44,171,215
7105,7105,4,0,10,16,0,5,1,2,0.36,0.3485,0.46,0.1642,46,262,308
7106,7106,4,0,10,17,0,5,1,2,0.36,0.3485,0.5,0.1343,35,411,446
7107,7107,4,0,10,18,0,5,1,2,0.36,0.3485,0.53,0.1642,36,332,368
7108,7108,4,0,10,19,0,5,1,2,0.36,0.3485,0.5,0.1343,16,188,204
7109,7109,4,0,10,20,0,5,1,3,0.34,0.3182,0.61,0.2239,12,131,143
7110,7110,4,0,10,21,0,5,1,3,0.32,0.3182,0.7,0.1642,5,69,74
7111,7111,4,0,10,22,0,5,1,3,0.3,0.2879,0.75,0.2836,4,32,36
7112,7112,4,0,10,23,0,5,1,3,0.3,0.2727,0.81,0.3284,8,31,39
7113,7113,4,0,10,0,0,6,0,3,0.28,0.2576,0.87,0.2985,0,19,19
7114,7114,4,0,10,1,0,6,0,3,0.3,0.2727,0.87,0.2985,0,18,18
7115,7115,4,0,10,2,0,6,0,3,0.3,0.2727,0.87,0.2985,1,16,17
7116,7116,4,0,10,3,0,6,0,3,0.3,0.2727,0.81,0.4179,0,8,8
7117,7117,4,0,10,4,0,6,0,3,0.3,0.2727,0.81,0.4179,0,1,1
7118,7118,4,0,10,5,0,6,0,3,0.26,0.2273,0.93,0.3582,0,1,1
7119,7119,4,0,10,6,0,6,0,3,0.26,0.2273,0.87,0.3582,4,1,5
7120,7120,4,0,10,7,0,6,0,3,0.26,0.2273,0.87,0.3582,1,6,7
7121,7121,4,0,10,8,0,6,0,3,0.28,0.2576,0.87,0.3582,4,16,20
7122,7122,4,0,10,9,0,6,0,3,0.28,0.2576,0.87,0.3582,1,19,20
7123,7123,4,0,10,10,0,6,0,3,0.26,0.2273,0.93,0.3284,0,12,12
